sex,yob,g2000,g2002,g2004,p2000,p2002,p2004,treatment,cluster,voted,hh_id,hh_size,numberofnames,p2004_mean,g2004_mean,voted_ind
female,1946,yes,yes,yes,no,no,Yes,Control,8901,No,160201,1,21,0.2857143,0.8571429,0
female,1962,yes,yes,yes,no,no,No,Neighbors,8901,No,160202,3,21,0.3809524,0.8571429,0
male,1957,yes,yes,yes,no,no,No,Neighbors,8901,Yes,160202,3,21,0.3809524,0.8571429,1
female,1986,no,no,yes,no,no,No,Neighbors,8901,No,160202,3,21,0.3809524,0.8571429,0
female,1958,yes,yes,yes,no,no,Yes,Neighbors,8901,No,160203,1,21,0.3333333,0.9047619,0
male,1953,yes,yes,yes,no,no,Yes,Self,8901,No,160204,3,21,0.4285714,0.952381,0
female,1986,no,no,yes,no,no,Yes,Self,8901,No,160204,3,21,0.4285714,0.952381,0
female,1954,yes,yes,yes,no,no,Yes,Self,8901,No,160204,3,21,0.4285714,0.952381,0
male,1971,yes,yes,yes,no,yes,Yes,Hawthorne,8901,No,160205,2,21,0.2380952,0.952381,0
female,1978,yes,yes,yes,no,no,No,Hawthorne,8901,No,160205,2,21,0.2380952,0.952381,0
female,1941,yes,yes,yes,no,no,Yes,Civic Duty,8901,Yes,160206,2,21,0.2380952,0.952381,1
male,1942,no,yes,yes,no,yes,Yes,Civic Duty,8901,Yes,160206,2,21,0.2380952,0.952381,1
female,1948,yes,yes,yes,no,no,Yes,Control,8901,No,160207,2,21,0.3809524,0.9047619,0
male,1949,yes,yes,yes,no,no,Yes,Control,8901,No,160207,2,21,0.3809524,0.9047619,0
female,1970,yes,yes,yes,no,yes,No,Control,8901,Yes,160208,2,21,0.3809524,0.8571429,1
male,1969,no,no,yes,no,no,No,Control,8901,Yes,160208,2,21,0.3809524,0.8571429,1
male,1981,yes,yes,yes,yes,yes,No,Control,8901,No,160209,4,21,0.3809524,0.9047619,0
male,1983,no,no,yes,no,no,No,Control,8901,No,160209,4,21,0.3809524,0.9047619,0
female,1952,yes,yes,yes,no,no,Yes,Control,8901,No,160209,4,21,0.3809524,0.9047619,0
male,1951,yes,yes,yes,no,no,Yes,Control,8901,No,160209,4,21,0.3809524,0.9047619,0
female,1967,yes,yes,yes,no,no,Yes,Control,8901,No,160210,2,21,0.4285714,0.9047619,0
male,1964,yes,yes,yes,no,no,Yes,Control,8901,No,160210,2,21,0.4285714,0.9047619,0
male,1954,yes,yes,yes,no,yes,No,Self,8901,No,160211,1,21,0.4285714,0.952381,0
male,1968,yes,yes,yes,no,no,Yes,Control,8901,Yes,160212,2,21,0.3809524,0.952381,1
female,1972,yes,yes,yes,no,no,No,Control,8901,No,160212,2,21,0.3809524,0.952381,0
male,1978,yes,yes,yes,no,no,Yes,Control,8901,No,160213,1,21,0.2857143,1,0
female,1978,yes,yes,yes,no,yes,Yes,Civic Duty,8901,Yes,160214,2,21,0.4761905,1,1
male,1979,yes,yes,yes,yes,yes,Yes,Civic Duty,8901,Yes,160214,2,21,0.4761905,1,1
male,1953,yes,yes,yes,no,yes,Yes,Control,8901,No,160215,2,21,0.5238096,1,0
female,1954,yes,yes,yes,no,no,Yes,Control,8901,No,160215,2,21,0.5238096,1,0
female,1976,yes,yes,yes,no,yes,Yes,Control,8901,Yes,160216,2,21,0.3333333,0.952381,1
male,1978,yes,yes,yes,no,yes,Yes,Control,8901,Yes,160216,2,21,0.3333333,0.952381,1
female,1915,yes,yes,yes,no,yes,Yes,Hawthorne,8901,No,160217,1,21,0.4761905,1,0
female,1948,yes,yes,yes,no,no,Yes,Control,8901,No,160218,1,21,0.4761905,1,0
male,1973,yes,yes,yes,yes,yes,Yes,Hawthorne,8902,No,160219,2,21,0.3809524,1,0
female,1975,yes,yes,yes,yes,yes,No,Hawthorne,8902,No,160219,2,21,0.3809524,1,0
male,1959,yes,no,yes,no,no,No,Self,8902,No,160220,2,21,0.4285714,1,0
female,1963,yes,yes,yes,no,no,Yes,Self,8902,No,160220,2,21,0.4285714,1,0
male,1955,yes,yes,yes,no,no,Yes,Civic Duty,8902,Yes,160221,3,21,0.3809524,1,1
male,1982,no,no,yes,no,no,No,Civic Duty,8902,No,160221,3,21,0.3809524,1,0
female,1964,yes,yes,yes,no,no,Yes,Civic Duty,8902,Yes,160221,3,21,0.3809524,1,1
female,1935,yes,yes,yes,no,no,Yes,Control,8902,Yes,160222,1,21,0.5238096,0.952381,1
male,1964,yes,yes,yes,no,no,Yes,Control,8902,No,160223,2,21,0.5238096,0.952381,0
female,1955,yes,yes,yes,no,yes,Yes,Control,8902,No,160223,2,21,0.5238096,0.952381,0
female,1951,yes,yes,yes,no,yes,No,Control,8902,No,160224,1,21,0.4761905,0.952381,0
female,1976,yes,yes,yes,yes,yes,Yes,Civic Duty,8902,Yes,160225,2,21,0.3333333,1,1
male,1964,yes,yes,yes,no,no,Yes,Civic Duty,8902,Yes,160225,2,21,0.3333333,1,1
male,1928,yes,yes,yes,yes,yes,Yes,Control,8902,Yes,160226,3,21,0.4285714,0.952381,1
male,1959,yes,yes,yes,no,no,Yes,Control,8902,No,160226,3,21,0.4285714,0.952381,0
female,1928,yes,yes,yes,yes,yes,Yes,Control,8902,Yes,160226,3,21,0.4285714,0.952381,1
male,1974,yes,yes,yes,no,yes,Yes,Control,8902,Yes,160227,2,21,0.4761905,0.952381,1
female,1977,yes,yes,yes,no,yes,Yes,Control,8902,Yes,160227,2,21,0.4761905,0.952381,1
female,1946,yes,yes,yes,no,yes,Yes,Control,8902,Yes,160228,2,21,0.4761905,0.952381,1
male,1945,yes,yes,yes,no,yes,Yes,Control,8902,Yes,160228,2,21,0.4761905,0.952381,1
female,1945,yes,yes,yes,yes,yes,Yes,Control,8902,No,160229,2,21,0.5238096,0.952381,0
male,1944,yes,yes,yes,yes,yes,No,Control,8902,No,160229,2,21,0.5238096,0.952381,0
male,1983,no,yes,yes,no,no,Yes,Neighbors,8902,Yes,160230,4,21,0.4285714,0.952381,1
female,1956,yes,yes,yes,yes,yes,Yes,Neighbors,8902,Yes,160230,4,21,0.4285714,0.952381,1
male,1955,yes,yes,yes,yes,yes,Yes,Neighbors,8902,Yes,160230,4,21,0.4285714,0.952381,1
male,1985,no,no,yes,no,no,Yes,Neighbors,8902,No,160230,4,21,0.4285714,0.952381,0
male,1970,yes,yes,yes,no,yes,No,Control,8902,No,160231,2,21,0.5238096,1,0
female,1970,yes,yes,yes,yes,yes,No,Control,8902,No,160231,2,21,0.5238096,1,0
female,1979,no,yes,yes,no,no,Yes,Control,8902,Yes,160232,2,21,0.5238096,1,1
male,1978,no,yes,yes,no,no,Yes,Control,8902,Yes,160232,2,21,0.5238096,1,1
male,1971,no,yes,yes,no,yes,Yes,Control,8902,Yes,160233,2,21,0.6190476,0.9047619,1
female,1971,yes,yes,yes,yes,yes,Yes,Control,8902,No,160233,2,21,0.6190476,0.9047619,0
female,1972,no,yes,yes,no,no,No,Neighbors,8902,No,160234,2,21,0.4761905,0.9047619,0
male,1974,yes,yes,yes,no,no,Yes,Neighbors,8902,Yes,160234,2,21,0.4761905,0.9047619,1
female,1941,yes,yes,yes,no,no,Yes,Self,8902,Yes,160235,1,21,0.5714286,1,1
female,1961,yes,yes,yes,no,no,Yes,Hawthorne,8902,Yes,160236,1,21,0.6190476,0.9047619,1
female,1972,yes,no,yes,yes,yes,No,Hawthorne,8910,No,160363,2,21,0.3333333,0.952381,0
male,1971,yes,yes,yes,no,yes,No,Hawthorne,8910,No,160363,2,21,0.3333333,0.952381,0
male,1955,yes,yes,yes,no,yes,No,Control,8910,No,160364,2,21,0.3809524,0.952381,0
female,1956,yes,yes,yes,no,yes,No,Control,8910,No,160364,2,21,0.3809524,0.952381,0
female,1951,yes,yes,yes,yes,no,No,Control,8910,No,160365,4,21,0.1904762,1,0
male,1982,no,no,yes,no,no,No,Control,8910,No,160365,4,21,0.1904762,1,0
male,1951,yes,yes,yes,yes,yes,Yes,Control,8910,Yes,160365,4,21,0.1904762,1,1
male,1980,yes,no,yes,yes,yes,No,Control,8910,No,160365,4,21,0.1904762,1,0
male,1961,yes,yes,yes,no,no,No,Self,8910,No,160366,2,21,0.4761905,1,0
female,1957,yes,yes,yes,no,no,Yes,Self,8910,No,160366,2,21,0.4761905,1,0
male,1946,yes,yes,yes,no,no,No,Neighbors,8910,No,160367,2,21,0.2857143,0.9047619,0
female,1947,yes,yes,yes,no,no,No,Neighbors,8910,No,160367,2,21,0.2857143,0.9047619,0
male,1968,yes,yes,yes,no,no,Yes,Civic Duty,8910,No,160368,2,21,0.3333333,0.9047619,0
female,1971,yes,yes,yes,no,yes,Yes,Civic Duty,8910,No,160368,2,21,0.3333333,0.9047619,0
male,1934,yes,no,yes,yes,no,Yes,Control,8910,Yes,160369,1,21,0.2857143,0.9047619,1
female,1952,yes,no,yes,no,no,Yes,Control,8910,No,160370,2,21,0.2380952,0.952381,0
male,1950,yes,yes,yes,no,no,Yes,Control,8910,No,160370,2,21,0.2380952,0.952381,0
male,1953,yes,yes,yes,no,no,Yes,Hawthorne,8910,No,160371,2,21,0.4285714,1,0
female,1953,yes,yes,yes,no,no,No,Hawthorne,8910,No,160371,2,21,0.4285714,1,0
female,1975,yes,yes,yes,no,no,No,Control,8910,Yes,160372,2,21,0.4285714,1,1
male,1975,yes,yes,yes,no,no,Yes,Control,8910,Yes,160372,2,21,0.4285714,1,1
female,1956,yes,yes,yes,no,no,Yes,Control,8910,No,160373,1,21,0.2380952,0.952381,0
female,1952,yes,yes,yes,no,no,Yes,Control,8910,No,160374,1,21,0.4761905,0.952381,0
female,1947,no,no,yes,no,no,Yes,Control,8910,Yes,160375,1,21,0.4285714,0.952381,1
male,1954,yes,yes,yes,yes,no,No,Control,8910,No,160376,3,21,0.2380952,0.952381,0
female,1955,yes,yes,yes,no,no,No,Control,8910,No,160376,3,21,0.2380952,0.952381,0
female,1982,no,no,yes,no,no,No,Control,8910,No,160376,3,21,0.2380952,0.952381,0
female,1947,no,yes,yes,no,no,No,Control,8910,Yes,160377,1,21,0.3333333,0.952381,1
male,1953,yes,no,yes,no,no,Yes,Self,8910,No,160378,2,21,0.3809524,1,0
female,1953,yes,no,yes,no,no,Yes,Self,8910,No,160378,2,21,0.3809524,1,0
male,1955,yes,yes,yes,no,no,Yes,Neighbors,8910,No,160379,2,21,0.6190476,0.952381,0
female,1957,yes,yes,yes,no,no,Yes,Neighbors,8910,No,160379,2,21,0.6190476,0.952381,0
female,1962,yes,yes,yes,no,no,No,Civic Duty,8910,No,160380,2,21,0.5714286,0.952381,0
male,1955,yes,yes,yes,no,no,No,Civic Duty,8910,No,160380,2,21,0.5714286,0.952381,0
female,1956,yes,yes,yes,no,no,Yes,Control,8923,No,160597,2,21,0.5714286,0.9047619,0
female,1984,no,no,yes,no,no,No,Control,8923,No,160597,2,21,0.5714286,0.9047619,0
male,1957,yes,yes,yes,no,yes,No,Civic Duty,8923,No,160598,2,21,0.5714286,1,0
female,1967,yes,yes,yes,no,yes,Yes,Civic Duty,8923,Yes,160598,2,21,0.5714286,1,1
male,1928,yes,yes,yes,no,no,Yes,Control,8923,No,160599,1,21,0.4761905,0.952381,0
male,1927,yes,yes,yes,no,yes,No,Neighbors,8923,No,160600,1,21,0.2380952,0.952381,0
male,1961,yes,yes,yes,no,no,Yes,Control,8923,Yes,160601,2,21,0.3809524,1,1
female,1961,yes,no,yes,yes,no,Yes,Control,8923,No,160601,2,21,0.3809524,1,0
female,1971,yes,yes,yes,no,yes,Yes,Self,8923,Yes,160602,1,21,0.4761905,0.952381,1
male,1936,yes,no,yes,no,no,Yes,Self,8923,Yes,160603,2,21,0.5238096,0.952381,1
female,1938,yes,no,yes,no,no,Yes,Self,8923,Yes,160603,2,21,0.5238096,0.952381,1
female,1927,yes,yes,yes,no,no,No,Control,8923,No,160604,2,21,0.0952381,0.6666667,0
male,1920,yes,yes,yes,yes,yes,No,Control,8923,No,160604,2,21,0.0952381,0.6666667,0
male,1978,no,yes,yes,no,no,No,Civic Duty,8923,No,160605,3,21,0.1904762,0.6190476,0
female,1952,no,yes,yes,no,yes,No,Civic Duty,8923,No,160605,3,21,0.1904762,0.6190476,0
male,1950,yes,yes,yes,no,yes,Yes,Civic Duty,8923,No,160605,3,21,0.1904762,0.6190476,0
male,1978,yes,yes,yes,no,no,Yes,Hawthorne,8923,No,160606,2,21,0.1428571,0.6190476,0
female,1979,yes,no,yes,no,no,No,Hawthorne,8923,No,160606,2,21,0.1428571,0.6190476,0
male,1972,no,no,yes,yes,no,Yes,Control,8923,No,160607,2,21,0.1428571,0.6666667,0
female,1972,yes,yes,yes,yes,no,Yes,Control,8923,Yes,160607,2,21,0.1428571,0.6666667,1
male,1985,no,no,yes,no,no,No,Control,8923,No,160608,3,21,0.0952381,0.6666667,0
female,1955,yes,yes,yes,no,yes,No,Control,8923,No,160608,3,21,0.0952381,0.6666667,0
male,1979,no,yes,yes,no,no,No,Control,8923,No,160608,3,21,0.0952381,0.6666667,0
female,1959,yes,yes,yes,no,no,Yes,Hawthorne,8923,No,160609,2,21,0.3809524,0.9047619,0
male,1949,yes,yes,yes,no,no,Yes,Hawthorne,8923,No,160609,2,21,0.3809524,0.9047619,0
female,1950,yes,yes,yes,yes,yes,Yes,Control,8923,Yes,160610,2,21,0.4285714,0.8571429,1
male,1942,no,yes,yes,no,yes,Yes,Control,8923,Yes,160610,2,21,0.4285714,0.8571429,1
female,1964,yes,yes,yes,no,no,Yes,Neighbors,8923,Yes,160611,2,21,0.4285714,0.8571429,1
male,1966,yes,no,yes,no,no,Yes,Neighbors,8923,Yes,160611,2,21,0.4285714,0.8571429,1
female,1972,no,yes,yes,no,no,Yes,Control,8923,Yes,160612,2,21,0.4285714,0.9047619,1
male,1972,no,yes,yes,no,yes,Yes,Control,8923,Yes,160612,2,21,0.4285714,0.9047619,1
male,1961,yes,yes,yes,no,no,Yes,Control,8923,No,160613,1,21,0.5714286,0.952381,0
female,1976,yes,yes,yes,no,no,Yes,Control,8923,No,160614,2,21,0.2857143,0.9047619,0
male,1976,no,yes,yes,no,no,Yes,Control,8923,No,160614,2,21,0.2857143,0.9047619,0
female,1930,yes,yes,yes,yes,no,Yes,Control,8927,Yes,160669,2,21,0.5238096,0.952381,1
male,1958,no,yes,yes,no,yes,No,Control,8927,Yes,160669,2,21,0.5238096,0.952381,1
female,1945,yes,yes,yes,yes,no,Yes,Control,8927,Yes,160670,2,21,0.3809524,0.9047619,1
male,1953,yes,yes,yes,yes,no,Yes,Control,8927,No,160670,2,21,0.3809524,0.9047619,0
female,1955,yes,yes,yes,no,yes,Yes,Control,8927,Yes,160671,2,21,0.3333333,0.952381,1
male,1949,yes,yes,yes,no,no,Yes,Control,8927,No,160671,2,21,0.3333333,0.952381,0
male,1986,no,no,yes,no,no,No,Control,8927,No,160672,3,21,0.3809524,0.952381,0
male,1950,yes,yes,yes,no,yes,No,Control,8927,No,160672,3,21,0.3809524,0.952381,0
male,1983,no,yes,yes,no,yes,Yes,Control,8927,No,160672,3,21,0.3809524,0.952381,0
male,1942,yes,yes,yes,no,no,No,Neighbors,8927,No,160673,2,21,0.3809524,0.952381,0
female,1944,yes,yes,yes,no,no,No,Neighbors,8927,No,160673,2,21,0.3809524,0.952381,0
male,1953,no,yes,yes,no,no,Yes,Control,8927,No,160674,1,21,0.5238096,0.9047619,0
male,1971,yes,yes,yes,yes,yes,No,Neighbors,8927,No,160675,2,21,0.3809524,0.9047619,0
female,1971,yes,yes,yes,no,no,No,Neighbors,8927,No,160675,2,21,0.3809524,0.9047619,0
male,1970,yes,no,yes,no,yes,Yes,Control,8927,No,160676,1,21,0.3809524,0.952381,0
female,1969,yes,yes,yes,yes,no,Yes,Self,8927,No,160677,1,21,0.4761905,0.952381,0
male,1969,yes,yes,yes,no,no,Yes,Control,8927,No,160678,1,21,0.4761905,0.952381,0
male,1985,no,no,yes,no,no,Yes,Hawthorne,8927,No,160679,3,21,0.5714286,0.952381,0
female,1950,yes,yes,yes,no,no,Yes,Hawthorne,8927,Yes,160679,3,21,0.5714286,0.952381,1
male,1951,no,no,yes,no,no,Yes,Hawthorne,8927,No,160679,3,21,0.5714286,0.952381,0
female,1935,yes,yes,yes,no,no,Yes,Control,8927,Yes,160680,2,21,0.5238096,0.952381,1
male,1933,yes,yes,yes,no,no,Yes,Control,8927,Yes,160680,2,21,0.5238096,0.952381,1
female,1935,yes,yes,yes,yes,no,No,Self,8927,No,160681,2,21,0.5714286,0.952381,0
female,1976,yes,yes,yes,yes,no,Yes,Self,8927,No,160681,2,21,0.5714286,0.952381,0
male,1936,yes,yes,yes,yes,yes,Yes,Control,8927,Yes,160682,2,21,0.1904762,0.7619048,1
female,1938,yes,yes,yes,no,yes,No,Control,8927,Yes,160682,2,21,0.1904762,0.7619048,1
male,1966,yes,yes,yes,no,yes,Yes,Control,8927,Yes,160683,2,21,0.1904762,0.8095238,1
female,1969,yes,yes,yes,no,yes,No,Control,8927,No,160683,2,21,0.1904762,0.8095238,0
female,1950,yes,yes,yes,yes,no,Yes,Civic Duty,8927,No,160684,2,21,0.2857143,0.952381,0
male,1948,yes,no,yes,no,no,No,Civic Duty,8927,No,160684,2,21,0.2857143,0.952381,0
female,1953,no,yes,yes,no,no,Yes,Hawthorne,8927,No,160685,2,21,0.4285714,0.9047619,0
male,1960,yes,yes,yes,no,no,Yes,Hawthorne,8927,No,160685,2,21,0.4285714,0.9047619,0
male,1938,yes,yes,yes,yes,yes,No,Civic Duty,8927,Yes,160686,2,21,0.2857143,0.9047619,1
female,1942,yes,yes,yes,yes,yes,No,Civic Duty,8927,Yes,160686,2,21,0.2857143,0.9047619,1
male,1974,yes,yes,yes,yes,yes,No,Control,8929,No,160705,2,21,0.3333333,0.8571429,0
female,1981,yes,yes,yes,no,no,No,Control,8929,No,160705,2,21,0.3333333,0.8571429,0
female,1932,yes,yes,yes,no,yes,Yes,Control,8929,Yes,160706,2,21,0.4285714,0.8571429,1
male,1928,yes,yes,yes,no,yes,Yes,Control,8929,Yes,160706,2,21,0.4285714,0.8571429,1
female,1951,yes,yes,yes,no,yes,Yes,Hawthorne,8929,No,160707,2,21,0.2380952,1,0
male,1947,yes,no,yes,no,no,Yes,Hawthorne,8929,No,160707,2,21,0.2380952,1,0
male,1923,yes,yes,yes,no,no,Yes,Control,8929,Yes,160708,1,21,0.4285714,0.9047619,1
female,1967,yes,yes,yes,yes,no,Yes,Civic Duty,8929,Yes,160709,2,21,0.4285714,0.8571429,1
male,1967,yes,yes,yes,no,no,Yes,Civic Duty,8929,Yes,160709,2,21,0.4285714,0.8571429,1
female,1958,yes,yes,yes,no,no,No,Control,8929,Yes,160710,4,21,0.3809524,0.952381,1
female,1982,yes,yes,yes,no,no,No,Control,8929,No,160710,4,21,0.3809524,0.952381,0
male,1984,no,no,yes,no,no,No,Control,8929,No,160710,4,21,0.3809524,0.952381,0
male,1957,yes,yes,yes,no,yes,No,Control,8929,Yes,160710,4,21,0.3809524,0.952381,1
male,1958,yes,yes,yes,no,yes,No,Civic Duty,8929,No,160711,2,21,0.1904762,1,0
female,1965,yes,yes,yes,no,yes,No,Civic Duty,8929,Yes,160711,2,21,0.1904762,1,1
female,1956,yes,yes,yes,no,no,No,Control,8929,No,160712,2,21,0.1904762,1,0
male,1956,yes,yes,yes,yes,no,No,Control,8929,Yes,160712,2,21,0.1904762,1,1
female,1955,yes,yes,yes,yes,yes,Yes,Control,8929,No,160713,2,21,0.4285714,0.8571429,0
male,1953,yes,yes,yes,yes,no,No,Control,8929,No,160713,2,21,0.4285714,0.8571429,0
female,1954,yes,yes,yes,no,yes,No,Control,8929,Yes,160714,2,21,0.3809524,0.9047619,1
male,1951,yes,yes,yes,no,yes,No,Control,8929,Yes,160714,2,21,0.3809524,0.9047619,1
female,1937,yes,yes,yes,no,yes,No,Control,8929,Yes,160715,3,21,0.1904762,1,1
male,1967,no,no,yes,no,no,No,Control,8929,No,160715,3,21,0.1904762,1,0
male,1924,yes,yes,yes,no,yes,No,Control,8929,No,160715,3,21,0.1904762,1,0
female,1970,no,no,yes,no,no,No,Neighbors,8929,No,160716,3,21,0.1904762,0.952381,0
female,1982,no,no,yes,no,no,No,Neighbors,8929,No,160716,3,21,0.1904762,0.952381,0
male,1946,no,yes,yes,no,yes,No,Neighbors,8929,No,160716,3,21,0.1904762,0.952381,0
female,1969,yes,yes,yes,no,no,Yes,Control,8929,No,160717,1,21,0.3333333,0.952381,0
female,1959,yes,yes,yes,no,no,No,Hawthorne,8929,No,160718,3,21,0.2857143,0.952381,0
male,1986,no,no,yes,no,no,No,Hawthorne,8929,No,160718,3,21,0.2857143,0.952381,0
male,1958,yes,yes,yes,no,no,No,Hawthorne,8929,No,160718,3,21,0.2857143,0.952381,0
female,1958,yes,yes,yes,no,yes,No,Self,8929,No,160719,2,21,0.1428571,0.8571429,0
male,1985,no,no,yes,no,no,No,Self,8929,No,160719,2,21,0.1428571,0.8571429,0
female,1944,yes,yes,yes,no,no,Yes,Self,8929,No,160720,2,21,0.4761905,1,0
male,1943,yes,yes,yes,yes,no,Yes,Self,8929,No,160720,2,21,0.4761905,1,0
male,1944,yes,yes,yes,yes,yes,No,Neighbors,8929,Yes,160721,2,21,0.3809524,1,1
female,1945,yes,yes,yes,no,yes,No,Neighbors,8929,Yes,160721,2,21,0.3809524,1,1
female,1956,yes,no,yes,no,no,Yes,Control,8929,No,160722,2,21,0.3333333,0.8571429,0
male,1959,yes,no,yes,no,no,Yes,Control,8929,No,160722,2,21,0.3333333,0.8571429,0
male,1962,yes,yes,yes,no,no,Yes,Neighbors,8946,Yes,161011,1,21,0.2380952,1,1
female,1963,yes,yes,yes,no,yes,No,Control,8946,Yes,161012,2,21,0.2380952,1,1
male,1963,yes,yes,yes,no,no,No,Control,8946,Yes,161012,2,21,0.2380952,1,1
female,1968,yes,no,yes,yes,yes,No,Control,8946,No,161013,1,21,0.1904762,0.952381,0
female,1948,yes,yes,yes,yes,no,No,Control,8946,No,161014,2,21,0.2857143,0.8095238,0
male,1948,yes,yes,yes,yes,yes,No,Control,8946,No,161014,2,21,0.2857143,0.8095238,0
female,1963,yes,yes,yes,no,no,Yes,Civic Duty,8946,Yes,161015,2,21,0.2380952,0.8095238,1
male,1960,yes,yes,yes,no,no,No,Civic Duty,8946,No,161015,2,21,0.2380952,0.8095238,0
female,1967,yes,yes,yes,no,no,No,Control,8946,No,161016,2,21,0.2380952,0.8095238,0
male,1963,yes,yes,yes,no,no,Yes,Control,8946,No,161016,2,21,0.2380952,0.8095238,0
male,1961,yes,yes,yes,no,no,Yes,Control,8946,No,161017,2,21,0.2380952,0.8095238,0
female,1961,yes,yes,yes,no,no,No,Control,8946,No,161017,2,21,0.2380952,0.8095238,0
male,1964,yes,yes,yes,no,no,Yes,Control,8946,No,161018,2,21,0.1904762,0.952381,0
female,1968,yes,yes,yes,no,no,No,Control,8946,No,161018,2,21,0.1904762,0.952381,0
female,1955,yes,yes,yes,no,no,Yes,Self,8946,No,161019,2,21,0.4761905,0.952381,0
male,1960,yes,yes,yes,no,yes,Yes,Self,8946,No,161019,2,21,0.4761905,0.952381,0
female,1984,no,no,yes,no,no,Yes,Hawthorne,8946,Yes,161020,3,21,0.4761905,0.952381,1
male,1948,yes,yes,yes,no,no,Yes,Hawthorne,8946,Yes,161020,3,21,0.4761905,0.952381,1
female,1952,yes,yes,yes,no,no,Yes,Hawthorne,8946,Yes,161020,3,21,0.4761905,0.952381,1
female,1966,no,yes,yes,no,no,No,Hawthorne,8946,No,161021,2,21,0.4761905,0.952381,0
male,1960,yes,yes,yes,yes,yes,No,Hawthorne,8946,Yes,161021,2,21,0.4761905,0.952381,1
male,1962,yes,yes,yes,yes,yes,Yes,Control,8946,Yes,161022,2,21,0.4761905,0.9047619,1
female,1968,yes,yes,yes,yes,no,Yes,Control,8946,Yes,161022,2,21,0.4761905,0.9047619,1
male,1958,yes,yes,yes,no,no,No,Control,8946,No,161023,4,21,0.3333333,0.952381,0
male,1984,no,yes,yes,no,no,No,Control,8946,No,161023,4,21,0.3333333,0.952381,0
male,1982,yes,yes,yes,yes,no,No,Control,8946,No,161023,4,21,0.3333333,0.952381,0
female,1961,yes,yes,yes,yes,no,No,Control,8946,No,161023,4,21,0.3333333,0.952381,0
male,1955,yes,yes,yes,no,yes,No,Neighbors,8946,No,161024,4,21,0.3333333,1,0
female,1957,yes,yes,yes,no,yes,Yes,Neighbors,8946,No,161024,4,21,0.3333333,1,0
male,1986,no,no,yes,no,no,No,Neighbors,8946,No,161024,4,21,0.3333333,1,0
female,1982,no,no,yes,no,no,Yes,Neighbors,8946,No,161024,4,21,0.3333333,1,0
male,1950,yes,yes,yes,yes,no,No,Control,8946,No,161025,4,21,0.1904762,1,0
male,1984,no,no,yes,no,no,No,Control,8946,No,161025,4,21,0.1904762,1,0
female,1982,yes,yes,yes,no,no,No,Control,8946,No,161025,4,21,0.1904762,1,0
female,1950,yes,yes,yes,yes,no,No,Control,8946,No,161025,4,21,0.1904762,1,0
female,1946,yes,yes,yes,yes,yes,Yes,Control,8946,Yes,161026,2,21,0.2380952,1,1
male,1948,yes,yes,yes,no,no,Yes,Control,8946,Yes,161026,2,21,0.2380952,1,1
female,1971,yes,yes,yes,yes,yes,No,Self,8946,Yes,161027,1,21,0.2857143,1,1
female,1985,no,no,yes,no,no,No,Civic Duty,8946,No,161028,3,21,0.3333333,0.952381,0
female,1953,yes,yes,yes,yes,no,Yes,Civic Duty,8946,No,161028,3,21,0.3333333,0.952381,0
male,1953,yes,yes,yes,yes,no,Yes,Civic Duty,8946,No,161028,3,21,0.3333333,0.952381,0
female,1962,yes,yes,yes,no,no,No,Control,8959,No,161245,3,21,0.3333333,1,0
female,1983,no,no,yes,no,no,No,Control,8959,No,161245,3,21,0.3333333,1,0
male,1958,yes,yes,yes,no,no,No,Control,8959,No,161245,3,21,0.3333333,1,0
male,1947,yes,yes,yes,no,no,Yes,Neighbors,8959,Yes,161246,2,21,0.4285714,0.952381,1
female,1961,yes,yes,yes,no,no,Yes,Neighbors,8959,Yes,161246,2,21,0.4285714,0.952381,1
male,1944,yes,yes,yes,yes,no,No,Control,8959,No,161247,2,21,0.5238096,0.9047619,0
female,1946,yes,yes,yes,yes,no,No,Control,8959,No,161247,2,21,0.5238096,0.9047619,0
male,1943,yes,yes,yes,no,no,No,Hawthorne,8959,No,161248,2,21,0.4761905,0.952381,0
female,1943,yes,yes,yes,no,no,Yes,Hawthorne,8959,No,161248,2,21,0.4761905,0.952381,0
female,1939,yes,yes,yes,yes,no,Yes,Control,8959,No,161249,2,21,0.4761905,0.952381,0
male,1938,yes,yes,yes,yes,no,No,Control,8959,No,161249,2,21,0.4761905,0.952381,0
female,1984,no,yes,yes,no,no,No,Civic Duty,8959,No,161250,4,21,0.3809524,1,0
female,1947,yes,yes,yes,yes,yes,No,Civic Duty,8959,Yes,161250,4,21,0.3809524,1,1
male,1947,yes,yes,yes,yes,yes,No,Civic Duty,8959,Yes,161250,4,21,0.3809524,1,1
female,1980,yes,no,yes,yes,yes,No,Civic Duty,8959,No,161250,4,21,0.3809524,1,0
male,1941,yes,yes,yes,no,no,Yes,Control,8959,No,161251,1,21,0.5238096,0.9047619,0
male,1951,yes,yes,yes,no,no,No,Control,8959,No,161252,2,21,0.3809524,0.952381,0
female,1957,yes,yes,yes,no,no,No,Control,8959,No,161252,2,21,0.3809524,0.952381,0
female,1949,yes,yes,yes,no,no,Yes,Control,8959,Yes,161253,4,21,0.2857143,1,1
male,1949,yes,yes,yes,no,no,Yes,Control,8959,Yes,161253,4,21,0.2857143,1,1
female,1981,no,no,yes,no,no,No,Control,8959,No,161253,4,21,0.2857143,1,0
male,1983,no,no,yes,no,no,No,Control,8959,No,161253,4,21,0.2857143,1,0
